,name,Age,Dribbling / Reflexes,Passing / Kicking,Shooting / Handling,International reputation,Total mentality,Shot power,Total power,Ball control,Finishing,Log Market Value
2550,K. Kurt RB,21,65,58,45,1,261,46,244,61,45,13.815510557964274
2551,W. Omari CB,23,62,58,34,1,273,52,308,68,25,15.761420707019587
2552,J. Gomez CB,21,59,50,35,1,260,58,311,63,28,14.403297222866392
2553,V. Lobry CM CAM,28,69,69,66,1,313,67,358,71,67,14.151982794585487
2554,T. Dolan LM RM ST,21,74,62,60,1,274,60,278,70,62,14.946912669455374
2555,P. Nebel CAM CM,20,75,64,60,1,248,60,305,72,64,14.946912669455374
2556,S. Doucouré ST,21,61,49,62,1,272,64,334,69,68,14.557447902693651
2557,F. Bundgaard ST RM,18,70,61,65,1,284,64,297,71,69,13.997832114758229
2558,D. Abiama ST,24,67,43,66,1,231,66,345,66,68,14.28551418721001
2559,O. Vilhelmsson ST,19,67,44,65,1,244,68,333,71,71,14.880221294956703
2560,T. Pembélé RB RWB,20,71,63,49,1,294,58,302,73,48,15.009433026436708
2561,W. Bondo CM RM,19,72,58,55,1,303,67,314,73,53,13.997832114758229
2562,Y. Ayari CAM CM,19,68,65,51,1,290,55,265,67,50,14.403297222866392
2563,G. Smal LB,25,71,76,61,1,324,68,356,75,57,15.687312734865866
2564,B. Diarra CAM LW RW,19,72,56,50,1,231,59,302,71,46,14.151982794585487
2565,E. Agbadou CB,26,59,50,47,1,297,61,334,61,51,15.761420707019587
2566,B. Hollerbach ST CF RM,22,71,59,70,1,292,74,365,70,72,14.77102200299171
2567,Marvin RM RB,23,72,64,60,1,315,56,327,72,65,15.250595083253597
2568,M. Monsalve CAM LM,19,69,62,64,1,281,60,253,70,67,14.914122846632385
2569,Tiago Morais LM LW,19,72,59,67,1,232,68,296,72,70,14.77102200299171
2570,F. Boyomo CB RB,21,45,44,30,1,235,47,286,59,25,14.978661367769956
2571,Rodrigo Gomes LW LM RM,19,72,58,62,1,287,69,288,71,63,14.880221294956703
2572,N. Ahamada CM,21,75,65,61,1,315,68,317,75,59,15.096444403426338
2573,C. Clark CAM CM LM,20,69,64,61,1,268,64,305,66,61,14.557447902693651
2574,E. Gedikli ST,20,58,50,61,1,228,62,285,61,65,13.493926933836812
2575,T. Nakai CAM CF,19,66,59,50,1,227,53,240,67,50,13.652991628466498
2576,É. Guerra RM,22,66,57,50,1,222,50,230,70,58,14.28551418721001
2577,Johnny Cardoso CDM CM,21,70,70,63,1,322,66,331,73,62,15.687312734865866
2578,M. Lazo CB RB LB,19,43,43,28,1,220,41,265,58,20,14.457364444136669
2579,J. Hettwer RW ST,20,68,55,65,1,279,64,321,67,68,14.603967918328545
2581,K. Hoever RB RWB,21,65,63,45,1,296,66,300,64,34,14.603967918328545
2582,T. Cissokho CB,23,40,37,35,1,223,48,312,47,29,14.403297222866392
2583,Carlos Neva LB LWB LM,27,71,62,52,1,308,65,330,71,48,15.29711509888849
2584,E. Díaz LB CB,27,74,71,66,1,366,79,391,73,58,15.761420707019587
2585,20 L. Kharabadze LB LM,19,64,52,48,1,265,53,327,60,45,13.493926933836812
2586,L. Prip RW ST,26,71,66,70,1,312,75,353,70,68,14.28551418721001
2587,A. Espino LB,31,73,68,63,2,342,80,387,69,60,16.11809565095832
2588,Unai Vencedor CM CDM,22,74,73,68,1,335,74,371,76,65,15.60727002719233
2589,A. Pelmard CB,23,71,61,35,1,287,53,321,70,26,15.29711509888849
2590,O. Antman RW ST CAM,21,71,63,64,1,282,67,316,73,65,14.808762330974558
2591,P. Glatzel ST,22,62,53,60,1,227,62,279,60,60,12.765688433465597
2592,F. Amaya CM CDM CAM,22,70,65,53,1,316,68,311,71,48,14.690979295318174
2593,R. Williams CB,22,56,51,35,1,247,43,267,58,36,14.22097566607244
2594,O. Deman LM RM LWB,23,71,69,63,1,324,71,356,72,61,15.123843377614453
2595,J. Nisbet CM RM,24,68,64,52,1,327,54,293,67,51,14.22097566607244
2596,H. Burrows LB CAM LWB,21,68,63,57,1,285,63,283,65,56,14.403297222866392
2597,G. Slonina GK,19,70,63,64,1,121,47,219,15,7,14.73180128983843
2598,A. Rațiu RB,25,66,64,56,1,293,61,334,68,54,14.77102200299171
2599,V. Antov CB,22,57,48,38,1,272,63,329,58,22,14.457364444136669
2600,T. Ballo CAM RM LW,21,75,62,59,1,292,62,274,73,57,14.808762330974558
2601,R. Piccoli ST,22,63,50,69,1,271,70,350,67,71,15.096444403426338
2602,P. Ekwah CDM CM,21,63,59,53,1,297,69,352,66,43,14.603967918328545
2603,Z. Aboukhlal RM LM,23,75,69,72,1,296,74,380,73,75,16.012735135300492
2604,L. Mbe Soh CB,22,48,48,29,1,232,39,283,60,25,14.557447902693651
2605,A. Zagré LB,21,71,59,43,1,300,55,258,66,35,14.603967918328545
2606,C. Grameni CM,20,67,68,64,1,315,71,346,68,63,14.880221294956703
2607,H. Dervişoğlu ST CF CAM,23,72,63,65,1,283,68,328,74,65,14.151982794585487
2608,R. Longman LW RW ST,22,68,59,65,1,282,70,358,67,65,14.457364444136669
2609,C. Boyce-Clarke GK,20,60,62,57,1,87,47,167,18,5,13.17115354157376
2610,F. Alves CB,23,49,43,31,1,208,50,295,57,25,13.458835614025542
2611,D. Köhn LWB,24,72,71,64,1,286,74,360,75,61,15.319587954740548
2612,S. Conteh ST RM,26,71,54,63,1,264,63,329,67,66,14.151982794585487
2613,K. Poku CAM RM,21,72,62,60,1,262,60,292,69,62,14.808762330974558
2614,T. Holeš CB CDM,30,73,72,70,1,353,74,397,74,68,15.955576721460545
2615,H. Moldovan GK,25,74,66,70,1,133,50,217,15,17,14.880221294956703
2616,Kim Ju Sung CB,22,54,47,39,1,246,47,302,61,39,14.880221294956703
2617,T. Savin GK,22,62,64,58,1,175,48,209,25,18,13.262125319779487
2618,Iago LB LM,26,73,69,58,2,323,65,339,73,58,15.761420707019587
2619,Guga Rodrigues CM,25,75,75,66,1,338,75,344,77,60,15.520258650202699
2620,L. Brassier CB,23,67,63,36,1,299,51,312,72,32,16.166885815127753
2621,M. De Cuyper LB LWB,22,75,76,71,1,356,77,370,74,68,15.687312734865866
2622,Z. Sanusi LB,26,63,55,37,1,283,56,318,62,29,15.60727002719233
2623,D. Bradarić LWB LM LB,23,69,65,55,1,312,59,321,68,53,14.845129975145433
2624,Manu Fuster LM RM CM,25,72,73,70,1,312,64,290,73,76,15.424948470398375
2625,S. Esposito CM CDM,22,65,70,60,1,318,62,311,68,55,14.808762330974558
2626,I. Jakobs LWB LM LB,23,73,63,59,1,312,65,331,73,64,15.60727002719233
2627,Y. Larouci LWB LB,22,69,59,47,1,281,52,302,69,45,14.914122846632385
2628,M. Al Dawsari RB RM,23,61,53,33,1,260,40,273,60,28,14.151982794585487
2629,V. Olatunji ST,23,65,53,67,1,285,67,363,70,70,14.880221294956703
2630,L. Mercan LB LM,22,68,65,62,1,276,80,310,68,54,14.508657738524219
2631,23 S. Alexandropoulos CDM CM,20,69,63,60,1,297,70,360,73,53,15.176487111099874
2632,Fer Niño ST,22,67,59,72,1,276,74,367,70,72,15.150511624696614
2633,K. Trewin CB LB CDM,22,61,56,43,1,277,52,313,60,39,14.22097566607244
2634,E. Yardımcı ST,21,63,52,62,1,255,62,329,60,68,14.457364444136669
2635,L. Ivanušec LW CAM,24,82,70,72,1,348,75,368,79,70,16.11809565095832
2636,R. Piscopo LM CAM ST,25,72,61,63,1,276,72,316,70,59,14.077874822431765
2637,B. Traoré CDM CM,21,68,66,49,1,312,64,322,71,42,14.914122846632385
2639,A. Aouchiche LM CAM CM,20,72,71,63,1,292,70,317,73,62,14.978661367769956
2640,C. Klarer CB,23,54,50,36,1,256,44,288,65,34,15.03928598958639
2641,Pejiño RM LM,26,74,68,74,1,277,85,358,76,72,15.009433026436708
2642,J. Kitolano CM CDM,21,74,64,58,1,341,60,357,72,58,15.250595083253597
2643,G. Bello LWB LM LB,21,70,55,45,1,281,55,278,67,45,14.603967918328545
2644,J. Carbonero LW,23,78,63,65,1,285,68,333,73,64,14.978661367769956
2645,J. Ponceau CAM CM,22,76,68,58,1,329,59,299,76,58,15.38412647587812
2646,K. Thorstvedt CM CAM,24,71,69,71,1,331,78,397,74,69,15.009433026436708
2647,A. Appiah LM RM,22,70,53,60,1,234,61,255,67,62,14.077874822431765
2648,B. Reynolds RWB RM RB,22,69,63,47,1,287,49,317,70,47,15.096444403426338
2649,P. Jaeckel CB,24,52,55,33,1,280,47,304,61,25,15.123843377614453
2650,F. Hornby ST,23,60,55,69,1,275,75,383,68,68,14.845129975145433
2651,K. Kesgin CM CAM,22,69,64,64,1,305,74,316,66,58,13.815510557964274
2652,A. Cicâldău CAM CM,25,71,72,69,1,354,74,346,72,65,14.508657738524219
2653,A. Lewis LB LWB,23,61,55,38,1,273,30,249,58,38,12.89921982609012
2654,L. Pellegrini LB LWB LM,24,75,66,54,1,307,65,312,77,46,15.520258650202699
2655,23 K. Agudelo CAM CM,23,76,66,62,1,308,68,313,75,65,14.914122846632385
2656,C. Munder LM LW,23,73,61,65,1,227,65,343,68,70,14.845129975145433
2657,I. Poveda RM CAM,23,75,60,55,1,239,53,274,73,59,14.845129975145433
2658,J. Meier LB,23,63,58,44,1,261,39,276,63,49,13.997832114758229
2659,De Frutos RM LM,26,78,74,72,1,306,79,354,76,73,16.34123920227253
2660,A. Racioppi GK,24,73,65,68,1,110,49,174,15,7,14.808762330974558
2661,Y. Adli CM CAM CDM,22,74,75,69,1,345,77,356,76,65,16.06680235657077
2662,R. Hutchinson LB LWB,23,59,52,37,1,241,36,253,57,38,13.071070083016778
2663,A. Vallci CB,27,57,60,61,1,310,69,382,56,58,14.346138809026444
2664,J. Anthony LM LW,23,74,68,67,1,281,63,329,75,70,15.341566861459324
2665,Iñigo Vicente LM CAM,25,77,75,69,1,320,66,307,77,72,15.687312734865866
2666,J. Łabojko CDM CM,25,63,60,48,1,296,59,319,66,41,13.9108207377686
2667,L. Costa CB,22,47,49,32,1,241,54,301,49,25,15.176487111099874
2668,I. Sissoko ST,27,66,54,73,1,258,75,388,70,73,14.508657738524219
2669,K. Schlotterbeck CB,26,54,53,27,1,263,33,288,57,23,15.404745763080856
2670,J. Anang GK,23,63,63,62,1,122,47,187,10,6,13.527828485512494
2671,Corpas RM RB,31,72,69,66,1,267,68,331,72,70,14.457364444136669
2672,U. Račić CM CDM,25,71,72,70,1,360,80,399,75,62,15.60727002719233
2673,L. Majer CM RM CF,25,83,80,73,2,357,76,359,84,71,16.785925023533974
2674,A. Idah ST,22,63,44,67,1,280,73,350,63,67,14.346138809026444
2675,M. Erlić CB,25,52,49,34,1,262,55,298,57,29,15.424948470398375
2676,V. Coufal RB,30,73,72,56,2,347,66,360,75,50,16.300417207752275
2677,I. Sadiq RW ST LW,23,73,54,64,1,270,63,348,69,68,14.946912669455374
2678,A. Gallo LB,23,68,67,50,1,308,59,319,70,44,15.096444403426338
2679,23 K. Velasco LM,25,76,69,70,1,322,68,318,76,72,15.830413578506539
2680,J. Auer LB LM,22,65,63,56,1,286,60,326,66,56,14.557447902693651
2681,L. Czyborra LB LM,24,69,60,48,1,278,80,342,69,32,14.346138809026444
2682,Martín CB,23,44,45,25,1,229,39,240,70,19,14.73180128983843
2683,Montero CB,24,59,52,29,1,249,37,269,64,27,14.28551418721001
2684,A. Ousou CB,23,67,59,31,1,283,47,312,68,23,14.914122846632385
2685,A. Moreno CDM CM,24,75,72,64,1,343,75,365,77,57,16.06680235657077
2686,F. Becker CM,23,76,68,55,1,297,59,302,75,56,14.880221294956703
2687,M. Sadílek CDM CM,24,72,70,61,1,339,65,355,73,57,15.60727002719233
2688,Javi Sánchez CB,26,61,56,56,1,305,67,352,68,56,15.520258650202699
2689,M. Kaufmann ST,22,66,54,69,1,256,73,368,69,72,14.914122846632385
2690,C. Bassett CAM CM CDM,21,69,66,60,1,310,60,327,72,64,14.946912669455374
2691,E. Destanoğlu GK,22,74,70,74,1,101,53,214,17,9,15.424948470398375
2692,M. Venturi CB,24,61,60,48,1,285,59,263,63,48,13.9108207377686
2693,J. Shackleton RB LB CM,23,72,65,48,1,297,55,308,71,48,14.557447902693651
2694,D. Alemdar GK,20,71,69,70,1,88,52,216,16,7,14.880221294956703
2695,D. Chambost CAM CM ST,25,68,69,65,1,308,68,343,70,65,14.28551418721001
2696,H. White CDM CM,21,65,64,59,1,303,64,291,65,57,13.652991628466498
2697,L. Connell CDM CM,22,67,68,56,1,322,64,327,69,48,14.557447902693651
2698,K. Goudmijn CAM CM,21,72,66,56,1,300,64,287,68,55,14.648419680899378
2699,K. Ramsay RB RWB,22,57,49,37,1,258,43,288,54,33,13.262125319779487
2700,P. Pomykal CM CDM CAM,23,72,70,57,1,299,62,335,67,51,14.603967918328545
2701,Nacho Vidal RB RWB,28,69,69,56,1,304,59,311,70,60,15.424948470398375
2702,E. Owusu CDM CM,25,65,62,52,1,299,66,316,65,44,14.077874822431765
2703,M. Fossey RM RWB RB,24,70,64,47,1,319,42,321,66,49,14.557447902693651
2704,L. Coyle CDM CM,23,62,56,50,1,310,58,300,58,48,13.345506928718539
2705,E. Mašović CB CDM,24,56,49,33,1,245,42,285,62,35,15.176487111099874
2706,T. Puchacz LB LM,24,69,61,64,1,315,77,375,65,61,14.808762330974558
2707,E. Pinnock CB,30,64,56,37,1,301,53,333,66,33,16.489659207390805
2708,Wilson Manafá RB LB,28,71,66,58,1,325,66,327,70,56,14.845129975145433
2709,F. Dietz ST,24,57,43,62,1,247,67,338,59,65,13.652991628466498
2710,A. Koita CF LM LWB,24,74,68,75,1,326,88,369,70,68,14.77102200299171
2711,R. Schallenberg CDM CM,24,64,60,49,1,305,53,330,68,48,14.690979295318174
2712,Óscar CM RM LM,25,74,75,75,1,326,72,319,76,76,15.60727002719233
2713,P. Struijk CB LB,23,64,59,46,1,313,66,330,70,42,15.250595083253597
2714,Z. Flemming CAM,24,73,72,75,1,342,78,394,75,74,15.520258650202699
2715,Jordi Mboula RM RW CF,24,75,63,69,1,251,68,353,73,74,15.123843377614453
2716,Areso RB RWB,23,68,64,30,1,262,40,278,72,25,15.096444403426338
2717,P. Mazzocchi RM LM RWB,27,73,72,61,1,333,66,345,75,60,14.978661367769956
2718,M. Cuisance CM CAM,23,75,75,66,1,304,76,343,77,59,15.123843377614453
2719,B. Soumaré CDM CM,24,74,73,56,1,338,64,351,78,51,15.761420707019587
2720,R. Kouamé CM CDM,26,73,69,56,1,343,67,372,74,49,15.009433026436708
2721,E. Shomurodov CF ST,28,73,64,70,1,304,73,365,73,71,14.690979295318174
2722,F. Downes CDM CM,24,69,68,53,1,315,59,328,69,52,14.808762330974558
2723,S. Sow ST LM RM,26,67,56,63,1,261,67,326,65,67,13.652991628466498
2724,K. de Boer CM CDM,23,62,66,48,1,285,65,304,66,43,13.737549016494562
2725,T. Tillman CM CAM LW,24,74,66,56,1,286,55,312,76,59,14.690979295318174
2726,M. Ojeda RM LM CAM,24,75,72,74,1,307,77,364,74,74,15.830413578506539
2727,R. Norrington-Davies LWB CB LB,24,64,60,43,1,269,48,299,62,41,14.457364444136669
2728,J. Bursik GK,22,69,66,66,1,142,50,209,31,20,14.403297222866392
2729,J. Gibson CM RW CAM,25,68,62,62,1,291,63,334,67,63,13.815510557964274
2730,A. Alese LB CB,22,60,52,33,1,241,43,305,58,26,14.603967918328545
2731,N. Tenaglia RB CB,27,72,65,43,1,329,47,337,69,37,15.29711509888849
2732,M. Cooper GK,23,72,67,69,1,112,50,182,23,8,15.096444403426338
2733,Gorosabel RB,26,72,70,46,1,312,52,321,73,38,15.89495209964411
2735,J. Þorsteinsson LM CF RM,24,72,64,66,1,321,67,345,68,64,14.77102200299171
2736,C. Dagba RB RWB,24,73,67,56,1,315,68,308,73,51,14.690979295318174
2737,J. Wind ST CF,24,76,72,77,1,332,78,393,79,82,16.785925023533974
2738,P. Pfeiffer CB,23,57,47,35,1,251,51,320,62,30,15.250595083253597
2739,M. Sagnan CB,24,54,55,32,1,253,40,294,65,28,14.77102200299171
2740,A. Pereira LB LWB,23,67,60,59,1,287,72,343,65,56,14.151982794585487
2741,A. Nwakaeme ST LM,34,80,74,77,1,301,82,407,81,77,15.424948470398375
2742,R. Atkinson CB,24,56,48,25,1,251,29,297,57,21,14.77102200299171
2743,S. Nsoki CB,24,67,62,38,1,298,47,322,67,34,15.03928598958639
2744,E. Watt CDM CM,23,66,65,53,1,302,61,333,65,47,13.997832114758229
2745,M. McKenzie CB,24,64,50,36,2,254,34,312,66,37,15.60727002719233
2746,J. Sands CDM CM CB,22,66,62,50,1,296,53,311,71,55,15.068273526459642
2747,Ferro CB,26,59,54,42,1,280,79,346,63,26,14.403297222866392
2748,M. Obafemi ST,22,70,56,68,1,269,70,337,67,71,14.880221294956703
2749,M. Miller LB LWB LM,27,65,58,60,1,276,63,323,61,59,13.262125319779487
2750,J. Kitolano CM CDM,21,74,64,58,1,341,60,357,72,58,15.250595083253597
2751,G. Bello LWB LM LB,21,70,55,45,1,281,55,278,67,45,14.603967918328545
2752,J. Carbonero LW,23,78,63,65,1,285,68,333,73,64,14.978661367769956
2753,J. Ponceau CAM CM,22,76,68,58,1,329,59,299,76,58,15.38412647587812
2754,K. Thorstvedt CM CAM,24,71,69,71,1,331,78,397,74,69,15.009433026436708
2755,A. Appiah LM RM,22,70,53,60,1,234,61,255,67,62,14.077874822431765
2756,B. Reynolds RWB RM RB,22,69,63,47,1,287,49,317,70,47,15.096444403426338
2757,P. Jaeckel CB,24,52,55,33,1,280,47,304,61,25,15.123843377614453
2758,F. Hornby ST,23,60,55,69,1,275,75,383,68,68,14.845129975145433
2759,A. Cicâldău CAM CM,25,71,72,69,1,354,74,346,72,65,14.508657738524219
2760,Diego Essler LB LM,23,77,70,58,1,334,78,333,74,45,16.733281290048552
2761,Adryan Zonta LWB LB,31,76,75,66,1,341,73,394,72,59,16.733281290048552
2762,Laure Santeiro CAM LM LW,23,82,77,72,1,308,67,299,82,72,17.014183675514957
2763,Adriano Bisesi ST CF,31,72,62,84,1,315,85,391,74,85,16.90655301132259
2764,Welington Dano LB LM LW,23,79,76,54,1,354,55,342,78,51,17.111347423968603
2765,Nailton Suzuki CAM CF ST,27,82,77,73,1,319,75,384,85,72,17.1296965626368
2766,A. Diawara CDM CM,25,71,65,54,2,312,66,321,73,48,14.603967918328545
2767,E. Akbaba CAM CM,30,73,74,73,1,332,77,341,75,72,14.880221294956703
2768,M. Dominguez CM CAM RM,27,70,69,64,1,302,61,323,70,67,14.151982794585487
2769,R. Manaj ST,26,71,54,74,1,269,80,365,73,75,14.946912669455374
2770,Nuno da Costa ST,32,72,63,69,1,295,74,360,73,68,14.22097566607244
2771,C. Blackett-Taylor LW LWB,25,73,56,61,1,292,72,323,67,61,14.151982794585487
2772,M. Svilar GK,23,74,66,68,1,137,50,231,22,14,14.690979295318174
2773,O. Evans GK,26,63,62,61,1,127,47,144,22,11,12.834681304952548
2774,M. Šarkić GK,25,68,67,66,1,80,50,177,25,13,14.077874822431765
2775,I. Sissoko CM CDM,25,67,70,60,1,340,74,389,75,53,15.520258650202699
2776,A. Ounas RM ST,26,79,70,66,2,324,68,327,78,64,15.341566861459324
2777,Hildeberto Pereira LM ST LW,27,72,61,66,1,333,78,369,68,64,14.346138809026444
2778,G. Diangana LM RM,25,72,62,59,1,253,55,303,72,61,14.403297222866392
2779,C. Borthwick-Jackson LB LWB,26,57,57,45,1,284,53,303,58,42,12.959844447906553
2780,Ontiveros LM LW ST,25,71,73,70,1,282,69,286,72,72,14.457364444136669
2781,J. Horn CB LB,26,66,57,34,1,261,45,286,68,29,13.997832114758229
2782,Toni Lato LB LWB LM,25,71,71,56,1,306,64,312,72,55,15.424948470398375
2783,C. Brittain RB RWB,25,68,60,51,1,274,50,311,66,50,14.557447902693651
2784,K. Nakamura GK,28,77,77,73,1,96,58,215,18,9,15.687312734865866
2785,D. Doekhi CB,25,65,59,42,1,290,61,341,69,39,16.556350581889475
2786,R. Aliendro CM CDM,32,79,73,70,1,371,76,376,79,68,15.60727002719233
2787,J. Latibeaudiere CB RB,23,62,58,38,1,272,58,307,62,35,15.009433026436708
2788,M. Smith CM,23,67,63,55,1,293,60,317,64,55,13.527828485512494
2789,J. Pereyra CM LM,24,73,75,67,1,337,75,346,74,62,15.687312734865866
2790,K. Miyoshi RM CAM LM,26,73,69,66,1,282,70,289,69,64,14.28551418721001
2791,S. Clare RB CB,26,62,58,50,1,308,60,333,62,45,13.560618308335483
2792,N. Sarenren Bazee RW,26,73,64,61,1,255,64,278,73,63,14.346138809026444
2793,Lincoln CAM LM LB,24,77,77,70,1,334,77,348,76,65,15.687312734865866
2794,M. Feeney CB,24,42,41,34,1,244,53,311,49,30,13.652991628466498
2795,22 A. Maksimenko GK,23,73,68,69,1,90,51,205,16,6,14.648419680899378
2796,Léo Duarte CB,26,60,49,36,1,276,54,307,62,31,15.687312734865866
2797,D. Kasumu CM CDM,23,68,61,47,1,321,55,337,69,43,14.151982794585487
2798,H. Onyekuru LM,26,76,64,70,1,278,72,328,73,70,15.424948470398375
2799,N. Ennis ST LM,24,68,53,65,1,281,64,349,67,68,14.22097566607244
2800,C. Eiting CM CDM,25,70,79,58,1,331,67,307,74,54,15.250595083253597
2801,S. Surridge ST,24,68,56,71,1,275,72,359,70,74,14.808762330974558
2802,D. Anyembe CB RB LB,24,68,61,45,1,272,55,323,69,43,13.592367006650065
2803,J. Ikoné RW RM,25,83,72,67,3,317,73,329,79,64,16.454567887579532
2804,Z. Steffen GK,28,78,73,74,1,154,55,243,31,9,15.201804919084164
2805,M. Leitsch CB,25,58,57,37,1,264,56,299,54,29,14.946912669455374
2806,C. Fassnacht RM CM,29,75,70,70,1,286,68,380,76,73,15.830413578506539
2807,W. Faes CB,25,59,55,39,1,282,62,318,68,35,16.012735135300492
2808,K. Bonifazi CB,27,56,52,35,1,273,49,264,62,30,14.508657738524219
2809,R. Ache ST,24,67,51,65,1,265,72,372,66,66,14.690979295318174
2810,23 Lucas Veríssimo CB,26,62,56,39,1,278,59,335,67,30,15.955576721460545
2811,B. Thomas-Asante ST RM LM,24,70,58,67,1,272,66,358,66,70,14.557447902693651
2812,A. Pinamonti ST,24,71,53,76,1,270,79,392,74,76,15.60727002719233
2813,A. Whiteman GK,24,71,56,58,1,85,42,173,23,9,13.262125319779487
2814,O. Ejaria CAM LM,25,75,65,59,1,297,61,308,75,59,14.077874822431765
2816,J. Garrick LM ST,24,65,55,63,1,252,72,339,62,64,13.527828485512494
2817,Adrián Diéguez CB CDM CM,27,52,56,31,1,282,45,274,61,23,13.790192749979985
2818,B. Austin GK,24,62,55,63,1,80,41,174,17,9,13.422467969854667
2819,J. Bauza CAM LM RM,27,70,68,62,1,282,66,348,69,61,14.151982794585487
2820,J. Ginnelly ST RM LM,26,74,61,69,1,273,71,351,71,71,14.457364444136669
2821,F. Cervi LM RM LB,29,78,72,67,1,324,68,296,76,70,15.830413578506539
2822,23 D. Oberlin ST RW LW,24,68,58,62,1,243,63,307,66,63,13.9108207377686
2823,F. Diédhiou ST,30,66,48,69,1,279,74,353,69,71,14.151982794585487
2824,Wei Shihao LM LW ST,28,72,62,64,1,270,66,342,63,64,14.151982794585487
2825,S. Posch RB,26,46,58,29,2,262,42,305,54,23,16.34123920227253
2826,M. Lopez CM CDM,25,82,79,71,1,357,70,320,83,72,16.733281290048552
2827,J. Kenny RB,26,69,64,53,1,330,75,352,69,34,15.009433026436708
2828,L. Cook CM CDM,26,77,74,63,1,346,66,322,78,61,15.424948470398375
2829,K. Świderski ST CAM,26,71,62,74,1,304,73,372,75,78,15.520258650202699
2830,Joan Jordán CM CDM,28,77,79,76,2,380,79,372,80,76,16.860032995687696
2831,J. Larsson RW ST,26,73,68,71,1,323,72,361,72,71,14.845129975145433
2832,E. Boateng ST LW,27,71,59,71,1,300,76,387,67,72,14.808762330974558
2833,S. Mounié ST,28,69,63,73,2,326,78,383,76,74,14.946912669455374
2834,J. Dompé LW,27,77,70,70,1,275,80,324,72,64,14.73180128983843
2835,G. Castrovilli CM,26,82,76,67,2,341,65,338,83,69,16.61887093887081
2836,J. Bamba LM RM,27,79,73,73,2,322,79,366,78,70,16.213405830762646
2837,J. Butez GK,28,79,78,77,1,149,59,242,31,17,16.300417207752275
2838,J. Hendry CB,28,62,59,56,1,296,77,390,68,50,14.946912669455374
2839,E. Bailly CB,29,66,59,42,2,309,55,309,67,33,15.761420707019587
2840,K. Grant ST LM,25,71,62,71,1,278,74,372,71,71,14.73180128983843
2841,T. Cantwell CAM CM RM,25,77,72,68,1,299,66,298,80,70,15.89495209964411
2842,B. Sheaf CDM CM,25,70,69,47,1,335,57,324,71,37,15.520258650202699
2843,N. Pépé RM LM LW,28,81,74,76,2,311,80,364,80,75,16.454567887579532
2844,R. Sweeney CB,26,51,49,34,1,251,46,311,51,32,13.422467969854667
2845,E. Buendía RM CAM,26,82,81,74,2,365,77,359,84,74,16.759949537130716
2846,K. Dowell CAM CM CF,25,73,72,71,1,289,80,326,75,68,14.880221294956703
2847,M. Coco RM RWB RB,27,72,67,66,1,307,72,320,72,64,14.508657738524219
2848,I. Hagi CAM RM,24,75,74,72,1,308,78,343,77,69,15.687312734865866
2849,P. Aránguiz CAM LW LM,26,71,65,62,1,287,64,281,69,61,13.997832114758229
2850,L. Tousart CDM CM,26,69,65,56,2,323,73,386,70,47,16.06680235657077
2851,23 A. Rossi GK,26,80,72,76,1,140,54,246,26,14,16.759949537130716
2853,J. Cullen CDM CM,27,73,74,57,1,334,68,352,76,48,15.89495209964411
2855,H. Choudhury CDM RB,25,67,65,50,1,322,68,323,68,45,14.77102200299171
2856,F. Grillitsch CDM CB,27,75,76,60,2,329,64,335,79,58,15.830413578506539
2857,J. Sterry RB RWB,27,60,56,50,1,296,54,305,57,49,12.691580461311874
2858,23 Matheus Pereira CAM CM RW,26,77,75,68,1,318,72,340,77,65,15.520258650202699
2859,M. Andersen CB,25,50,45,34,1,243,45,312,58,32,14.603967918328545
2860,P. Pentz GK,26,71,70,69,1,139,53,238,25,13,14.508657738524219
2861,G. Prömel CM CDM,28,74,71,73,2,355,77,400,76,73,16.166885815127753
2862,Robert Sánchez GK,25,80,75,77,1,129,56,248,37,14,16.70588231586044
2863,D. Calabria RB RWB,26,76,70,57,2,323,68,361,77,48,16.929025867174648
2864,K. N'Doram CDM CM,27,67,60,49,1,323,60,336,68,43,14.403297222866392
2865,B. van den Boomen CM CDM,27,73,83,76,2,374,79,370,79,73,16.523560759066484
2866,J. Rodon CB,25,57,51,32,1,241,61,309,64,23,15.761420707019587
2867,L. de la Torre CM RM LM,25,75,73,61,1,321,58,307,76,66,15.201804919084164
2868,S. Gartenmann CB,26,60,57,33,1,281,54,321,66,22,14.28551418721001
2869,F. Ayé ST,26,66,54,65,1,269,69,362,67,66,14.077874822431765
2870,Gil Dias LM RM,26,74,68,66,1,312,73,346,74,63,14.508657738524219
2871,G. Pereiro CAM CF ST,28,73,71,71,2,300,80,369,77,67,14.457364444136669
2872,D. Fry CB,25,59,56,29,1,263,40,286,65,25,14.880221294956703
2873,M. Jensen CM,27,75,78,64,1,372,63,346,76,64,15.89495209964411
2874,A. Barboza CB,28,64,60,57,1,336,74,385,66,52,15.520258650202699
2875,Rubén Alcaraz CM CDM,32,73,78,72,2,363,81,400,79,66,15.955576721460545
2876,H. Souttar CB,24,57,52,28,1,260,33,290,64,25,15.123843377614453
2878,Diego Essler LB LM,23,77,70,58,1,334,78,333,74,45,16.733281290048552
2879,Adryan Zonta LWB LB,31,76,75,66,1,341,73,394,72,59,16.733281290048552
2880,20 Gabriel Barbosa ST RW,22,83,70,80,2,335,81,367,84,83,16.972510979114386
2881,R. Healey ST,28,71,60,74,1,246,75,361,72,76,14.690979295318174
